Group_ID,Num_Vendors,Num_Devices,Vendors,Devices,Rule_I,Rule_II,Rule_III,Num_Components,Superset_Count,Rule_IV,Rule_IV_Verified_Ratio,Rule_IV_Verified_Count,Rule_IV_Verified_Pairs,Rule_IV_Anchor_Types,Retained,Corroboration_Tier
D3_C0051,6,9,aqara|luohe|sonoff|xiaobai|xiaomao|xiaomi,Aqara Camera_selfdata|Aqara Plug_selfdata|Luohe Spycamera_Mon(us)|Sonoff Camera_selfdata|Xiaobai Y2camera_selfdata|Xiaomao Camera_selfdata|Xiaomi Camera3_selfdata|Xiaomi Camera_selfdata|xiaomitv_speaker,False,False,False,1,0,True,0.889,8,Xiaomao Camera_selfdata|Xiaomi Camera_selfdata|dim2_verified;Xiaomao Camera_selfdata|Xiaomi Camera3_selfdata|dim2_verified;Xiaomao Camera_selfdata|xiaomitv_speaker|dim2_verified;Xiaomao Camera_selfdata|Xiaobai Y2camera_selfdata|dim2_verified;Aqara Camera_selfdata|Xiaomi Camera_selfdata|dim1_verified;Aqara Camera_selfdata|Aqara Plug_selfdata|same_vendor;Aqara Camera_selfdata|Xiaomi Camera3_selfdata|dim1_verified;Aqara Camera_selfdata|Sonoff Camera_selfdata|dim1_verified;Aqara Camera_selfdata|xiaomitv_speaker|dim1_verified;Aqara Camera_selfdata|Xiaobai Y2camera_selfdata|dim1_verified;Xiaomi Camera_selfdata|Aqara Plug_selfdata|dim1_verified;Xiaomi Camera_selfdata|Xiaomi Camera3_selfdata|same_vendor;Xiaomi Camera_selfdata|Sonoff Camera_selfdata|dim1_verified;Xiaomi Camera_selfdata|xiaomitv_speaker|same_vendor;Xiaomi Camera_selfdata|Xiaobai Y2camera_selfdata|dim1_verified;Aqara Plug_selfdata|Xiaomi Camera3_selfdata|dim1_verified;Aqara Plug_selfdata|Sonoff Camera_selfdata|dim1_verified;Aqara Plug_selfdata|xiaomitv_speaker|dim1_verified;Aqara Plug_selfdata|Xiaobai Y2camera_selfdata|dim1_verified;Xiaomi Camera3_selfdata|Sonoff Camera_selfdata|dim1_verified;Xiaomi Camera3_selfdata|xiaomitv_speaker|same_vendor;Xiaomi Camera3_selfdata|Xiaobai Y2camera_selfdata|dim1_verified;Sonoff Camera_selfdata|xiaomitv_speaker|dim1_verified;xiaomitv_speaker|Xiaobai Y2camera_selfdata|dim1_verified,dim1_verified|dim2_verified|same_vendor,True,2b
D3_C0079,5,7,aqara|qianniao|xiaobai|xiaomao|xiaomi,Aqara Camera_selfdata|Aqara Plug_selfdata|Xiaobai Y2camera_selfdata|Xiaomao Camera_selfdata|Xiaomi Camera_selfdata|qianniao_camera|xiaomitv_speaker,False,False,True,2,0,True,0.857,6,Xiaomao Camera_selfdata|Xiaomi Camera_selfdata|dim2_verified;Xiaomao Camera_selfdata|xiaomitv_speaker|dim2_verified;Xiaomao Camera_selfdata|Xiaobai Y2camera_selfdata|dim2_verified;Aqara Camera_selfdata|Xiaomi Camera_selfdata|dim1_verified;Aqara Camera_selfdata|Aqara Plug_selfdata|same_vendor;Aqara Camera_selfdata|xiaomitv_speaker|dim1_verified;Aqara Camera_selfdata|Xiaobai Y2camera_selfdata|dim1_verified;Xiaomi Camera_selfdata|Aqara Plug_selfdata|dim1_verified;Xiaomi Camera_selfdata|xiaomitv_speaker|same_vendor;Xiaomi Camera_selfdata|Xiaobai Y2camera_selfdata|dim1_verified;Aqara Plug_selfdata|xiaomitv_speaker|dim1_verified;Aqara Plug_selfdata|Xiaobai Y2camera_selfdata|dim1_verified;xiaomitv_speaker|Xiaobai Y2camera_selfdata|dim1_verified,dim1_verified|dim2_verified|same_vendor,True,2a
D3_C0015,3,5,huawei|xiaojingyu|xiaomi,Xiaojingyu Clock_selfdata|Xiaomi Sound_selfdata|Xiaomi Speaker_selfdata|huawei_tv|xiaomitv_speaker,False,False,False,1,0,True,0.8,4,Xiaomi Sound_selfdata|Xiaomi Speaker_selfdata|same_vendor;Xiaomi Sound_selfdata|xiaomitv_speaker|same_vendor;Xiaomi Sound_selfdata|Xiaojingyu Clock_selfdata|dim2_verified;Xiaomi Speaker_selfdata|xiaomitv_speaker|same_vendor;Xiaomi Speaker_selfdata|Xiaojingyu Clock_selfdata|dim2_verified,dim2_verified|same_vendor,True,2b
D3_C0023,4,4,bose|roku|samsung|sonos,Bose Sound Touch10_YT|Roku4_YT|Samsung Smart TV_YT|Sonos_YT,True,False,False,1,0,False,1.0,4,Bose Sound Touch10_YT|Sonos_YT|dim1_verified;Bose Sound Touch10_YT|Roku4_YT|dim1_verified;Bose Sound Touch10_YT|Samsung Smart TV_YT|dim1_verified;Sonos_YT|Roku4_YT|dim1_verified;Sonos_YT|Samsung Smart TV_YT|dim1_verified;Roku4_YT|Samsung Smart TV_YT|dim1_verified,dim1_verified,True,1
D3_C0029,3,4,canary|nest|samsung,Canary_YT|Nest CamIQ_YT|Nest Guard_YT|Samsung Smart TV_YT,True,False,False,1,0,False,1.0,4,Nest CamIQ_YT|Canary_YT|dim1_verified;Nest CamIQ_YT|Nest Guard_YT|same_vendor;Nest CamIQ_YT|Samsung Smart TV_YT|dim1_verified;Canary_YT|Nest Guard_YT|dim1_verified;Canary_YT|Samsung Smart TV_YT|dim1_verified;Nest Guard_YT|Samsung Smart TV_YT|dim1_verified,dim1_verified|same_vendor,True,1
D3_C0033,2,4,amazon|samsung,Amazon Echo Gen2_IoTLS|Amazon Echo Gen3_IoTLS|Amazon Fire TV_IoTLS|Samsung Dryer_IoTLS,True,True,False,1,0,False,1.0,4,Amazon Echo Gen2_IoTLS|Amazon Fire TV_IoTLS|same_vendor;Amazon Echo Gen2_IoTLS|Samsung Dryer_IoTLS|dim1_verified;Amazon Echo Gen2_IoTLS|Amazon Echo Gen3_IoTLS|same_vendor;Amazon Fire TV_IoTLS|Samsung Dryer_IoTLS|dim1_verified;Amazon Fire TV_IoTLS|Amazon Echo Gen3_IoTLS|same_vendor;Samsung Dryer_IoTLS|Amazon Echo Gen3_IoTLS|dim1_verified,dim1_verified|same_vendor,True,1
D3_C0035,3,4,apple|roku|samsung,Apple Home Pod_YT|Apple TV(4thGen)_YT|Roku TV_YT|Samsung Smart TV_YT,False,False,False,1,0,True,1.0,4,Apple TV(4thGen)_YT|Roku TV_YT|dim1_verified;Apple TV(4thGen)_YT|Apple Home Pod_YT|same_vendor;Apple TV(4thGen)_YT|Samsung Smart TV_YT|dim1_verified;Roku TV_YT|Apple Home Pod_YT|dim1_verified;Roku TV_YT|Samsung Smart TV_YT|dim1_verified;Apple Home Pod_YT|Samsung Smart TV_YT|dim1_verified,dim1_verified|same_vendor,True,2b
D3_C0041,3,4,google|roku|samsung,Google Home Mini_YT|Google Home_YT|Roku TV_YT|Samsung Smart TV_YT,True,False,False,1,0,False,1.0,4,Google Home_YT|Roku TV_YT|dim1_verified;Google Home_YT|Google Home Mini_YT|same_vendor;Google Home_YT|Samsung Smart TV_YT|dim1_verified;Roku TV_YT|Google Home Mini_YT|dim1_verified;Roku TV_YT|Samsung Smart TV_YT|dim1_verified;Google Home Mini_YT|Samsung Smart TV_YT|dim1_verified,dim1_verified|same_vendor,True,1
D3_C0049,3,4,canary|google|nvidia,Canary_YT|Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,True,False,False,1,0,False,1.0,4,Google Home_YT|nVidia Shield_YT|dim1_verified;Google Home_YT|Canary_YT|dim1_verified;Google Home_YT|Google Home Mini_YT|same_vendor;nVidia Shield_YT|Canary_YT|dim1_verified;nVidia Shield_YT|Google Home Mini_YT|dim1_verified;Canary_YT|Google Home Mini_YT|dim1_verified,dim1_verified|same_vendor,True,1
D3_C0066,3,4,aqara|xiaobai|xiaomi,Aqara Camera_selfdata|Xiaobai Y2camera_selfdata|Xiaomi Camera_selfdata|xiaomitv_speaker,True,False,False,1,3,False,1.0,4,Xiaomi Camera_selfdata|Xiaobai Y2camera_selfdata|dim1_verified;Xiaomi Camera_selfdata|Aqara Camera_selfdata|dim1_verified;Xiaomi Camera_selfdata|xiaomitv_speaker|same_vendor;Xiaobai Y2camera_selfdata|Aqara Camera_selfdata|dim1_verified;Xiaobai Y2camera_selfdata|xiaomitv_speaker|dim1_verified;Aqara Camera_selfdata|xiaomitv_speaker|dim1_verified,dim1_verified|same_vendor,True,1
D3_C0019,2,3,google|nvidia,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,True,True,False,2,1,False,1.0,3,Google Home_YT|nVidia Shield_YT|dim1_verified;Google Home_YT|Google Home Mini_YT|same_vendor;nVidia Shield_YT|Google Home Mini_YT|dim1_verified,dim1_verified|same_vendor,True,1
D3_C0025,3,3,canary|roku|samsung,Canary_YT|Roku TV_YT|Samsung Smart TV_YT,True,False,False,1,0,False,1.0,3,Roku TV_YT|Canary_YT|dim1_verified;Roku TV_YT|Samsung Smart TV_YT|dim1_verified;Canary_YT|Samsung Smart TV_YT|dim1_verified,dim1_verified,True,1
D3_C0043,3,3,huawei|lecheng|xiaomi,Lecheng Camera_selfdata|Xiaomi Sound_selfdata|huawei_tv,False,False,False,1,0,True,0.667,2,Lecheng Camera_selfdata|huawei_tv|dim2_verified,dim2_verified,True,2b
D3_C0070,2,3,amazon|samsung,Amazon Echo Gen2_IoTLS|Amazon Echo Gen3_IoTLS|Samsung Dryer_IoTLS,True,True,False,3,1,False,1.0,3,Amazon Echo Gen2_IoTLS|Samsung Dryer_IoTLS|dim1_verified;Amazon Echo Gen2_IoTLS|Amazon Echo Gen3_IoTLS|same_vendor;Samsung Dryer_IoTLS|Amazon Echo Gen3_IoTLS|dim1_verified,dim1_verified|same_vendor,True,1
D3_C0031,2,2,amazon|samsung,Amazon Fire TV_YT|Samsung Smart TV_YT,True,True,False,1,0,False,1.0,2,Samsung Smart TV_YT|Amazon Fire TV_YT|dim1_verified,dim1_verified,True,1
D3_C0044,2,2,google|samsung,Google Home_YT|Samsung Smart TV_YT,True,True,False,1,1,False,1.0,2,Google Home_YT|Samsung Smart TV_YT|dim1_verified,dim1_verified,True,1
D3_C0046,2,2,lg|roku,LG Smart TV_Mon(us)|Roku TV_Mon(uk),True,True,False,1,0,False,1.0,2,Roku TV_Mon(uk)|LG Smart TV_Mon(us)|dim1_verified,dim1_verified,True,1
D3_C0048,2,2,amazon|samsung,Amazon Echo Gen2_IoTLS|Samsung Dryer_IoTLS,True,True,False,13,4,False,1.0,2,Amazon Echo Gen2_IoTLS|Samsung Dryer_IoTLS|dim1_verified,dim1_verified,True,1
D3_C0056,2,2,google|nvidia,Google Home Mini_YT|nVidia Shield_YT,True,True,False,1,3,False,1.0,2,nVidia Shield_YT|Google Home Mini_YT|dim1_verified,dim1_verified,True,1
D3_C0068,2,2,roku|samsung,Roku TV_YT|Samsung Smart TV_YT,True,True,False,3,3,False,1.0,2,Roku TV_YT|Samsung Smart TV_YT|dim1_verified,dim1_verified,True,1
D3_C0007,4,4,amazon|google|lg|withings,Amazon Echo Gen1_Our|Google Home_Mon(uk)|LG Smart TV_Our2|Withings Smart Baby Monitor_UNSW,False,False,False,1,0,True,0.75,3,LG Smart TV_Our2|Amazon Echo Gen1_Our|dim1_verified;LG Smart TV_Our2|Google Home_Mon(uk)|dim1_verified;Amazon Echo Gen1_Our|Google Home_Mon(uk)|dim1_verified,dim1_verified,True,2b
D3_C0021,3,3,nest|roku|samsung,Nest Tstat_IoTLS|Roku TV_IoTLS|Samsung Dryer_IoTLS,True,False,False,1,0,False,1.0,3,Nest Tstat_IoTLS|Samsung Dryer_IoTLS|dim1_verified;Nest Tstat_IoTLS|Roku TV_IoTLS|dim1_verified;Samsung Dryer_IoTLS|Roku TV_IoTLS|dim1_verified,dim1_verified,True,1
D3_C0030,3,3,lg|nest|roku,LG Smart TV_IoTLS|Nest Tstat_IoTLS|Roku TV_IoTLS,True,False,False,1,0,False,1.0,3,Nest Tstat_IoTLS|LG Smart TV_IoTLS|dim1_verified;Nest Tstat_IoTLS|Roku TV_IoTLS|dim1_verified;LG Smart TV_IoTLS|Roku TV_IoTLS|dim1_verified,dim1_verified,True,1
D3_C0034,2,3,amazon|nest,Amazon Echo Gen3_Mon(us)|Nest Tstat_Mon(uk)|Nest Tstat_Mon(us),True,False,False,1,0,False,1.0,3,Nest Tstat_Mon(uk)|Amazon Echo Gen3_Mon(us)|dim1_verified;Nest Tstat_Mon(uk)|Nest Tstat_Mon(us)|same_vendor;Amazon Echo Gen3_Mon(us)|Nest Tstat_Mon(us)|dim1_verified,dim1_verified|same_vendor,True,1
D3_C0069,2,3,xiaomi|yi,Xiaomi Camera_Mon(uk)|Xiaomi Strip_Mon(us)|Yi Camera_Mon(uk),True,False,False,1,0,False,1.0,3,Xiaomi Camera_Mon(uk)|Xiaomi Strip_Mon(us)|same_vendor;Xiaomi Camera_Mon(uk)|Yi Camera_Mon(uk)|dim1_verified;Xiaomi Strip_Mon(us)|Yi Camera_Mon(uk)|dim1_verified,dim1_verified|same_vendor,True,1
D3_C0077,2,3,amazon|lg,Amazon Echo Gen1_Our|LG Smart TV_Our|LG Smart TV_Our2,True,False,False,6,0,False,1.0,3,LG Smart TV_Our2|Amazon Echo Gen1_Our|dim1_verified;LG Smart TV_Our2|LG Smart TV_Our|same_vendor;Amazon Echo Gen1_Our|LG Smart TV_Our|dim1_verified,dim1_verified|same_vendor,True,1
D3_C0002,2,2,amazon|insteon,Amazon Echo Gen1_UNSW|Insteon Camera_UNSW,False,False,True,2,0,False,0.0,0,,,True,2a
D3_C0005,2,2,huawei|xiaomi,huawei_tv|xiaomitv_speaker,False,False,True,2,1,False,0.0,0,,,True,2a
D3_C0024,2,2,arlo|google,Google Home_YT|NetgearArlo Camera_YT,True,False,False,1,0,False,1.0,2,Google Home_YT|NetgearArlo Camera_YT|dim1_verified,dim1_verified,True,1
D3_C0053,2,2,amazon|lg,Amazon Echo Gen1_Our|LG Smart TV_Our,True,False,False,3,6,False,1.0,2,Amazon Echo Gen1_Our|LG Smart TV_Our|dim1_verified,dim1_verified,True,1
D3_C0060,2,2,amazon|lg,Amazon Echo Gen1_Our|LG Smart TV_Our2,True,False,False,1,7,False,1.0,2,LG Smart TV_Our2|Amazon Echo Gen1_Our|dim1_verified,dim1_verified,True,1
D3_C0063,2,2,mercury|tp-link,Shuixing Camera_selfdata|TP-Link Doorbell_selfdata,True,False,False,2,0,False,1.0,2,Shuixing Camera_selfdata|TP-Link Doorbell_selfdata|dim1_verified,dim1_verified,True,1
D3_C0064,2,2,amazon|nest,Amazon Echo Gen3_Mon(uk)|Nest Tstat_Mon(uk),True,False,False,1,0,False,1.0,2,Nest Tstat_Mon(uk)|Amazon Echo Gen3_Mon(uk)|dim1_verified,dim1_verified,True,1
D3_C0078,2,2,huawei|xiaomi,Xiaomi Speaker_selfdata|huawei_tv,False,False,True,1,1,False,0.0,0,,,True,2a
D3_C0004,4,5,qianniao|sonoff|xiaobai|xiaomi,Sonoff Camera_selfdata|Xiaobai Y2camera_selfdata|Xiaomi Camera3_selfdata|Xiaomi Camera_selfdata|qianniao_camera,False,False,False,1,0,True,0.8,4,Xiaomi Camera_selfdata|Xiaomi Camera3_selfdata|same_vendor;Xiaomi Camera_selfdata|Sonoff Camera_selfdata|dim1_verified;Xiaomi Camera_selfdata|Xiaobai Y2camera_selfdata|dim1_verified;Xiaomi Camera3_selfdata|Sonoff Camera_selfdata|dim1_verified;Xiaomi Camera3_selfdata|Xiaobai Y2camera_selfdata|dim1_verified,dim1_verified|same_vendor,True,2b
D3_C0050,2,5,amazon|unknown,Amazon Echo Gen1_Mon(us)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen3_Mon(us)|Amazon Fire TV_Mon(us)|Cloud Camera_Mon(us),False,True,False,2,0,False,1.0,5,Cloud Camera_Mon(us)|Amazon Fire TV_Mon(us)|dim2_verified;Cloud Camera_Mon(us)|Amazon Echo Gen3_Mon(us)|dim2_verified;Cloud Camera_Mon(us)|Amazon Echo Gen1_Mon(us)|dim2_verified;Cloud Camera_Mon(us)|Amazon Echo Gen2_Mon(us)|dim2_verified;Amazon Fire TV_Mon(us)|Amazon Echo Gen3_Mon(us)|same_vendor;Amazon Fire TV_Mon(us)|Amazon Echo Gen1_Mon(us)|same_vendor;Amazon Fire TV_Mon(us)|Amazon Echo Gen2_Mon(us)|same_vendor;Amazon Echo Gen3_Mon(us)|Amazon Echo Gen1_Mon(us)|same_vendor;Amazon Echo Gen3_Mon(us)|Amazon Echo Gen2_Mon(us)|same_vendor;Amazon Echo Gen1_Mon(us)|Amazon Echo Gen2_Mon(us)|same_vendor,dim2_verified|same_vendor,True,1
D3_C0012,3,4,roku|yi|yibang,Roku TV_IoTLS|Yi Camera_IoTLS|Yi Camera_Mon(us)|Yibang Camera_selfdata,False,False,False,1,0,True,0.75,3,Roku TV_IoTLS|Yi Camera_IoTLS|dim1_verified;Roku TV_IoTLS|Yi Camera_Mon(us)|dim1_verified;Yi Camera_IoTLS|Yi Camera_Mon(us)|same_vendor,dim1_verified|same_vendor,True,2b
D3_C0052,4,4,qianniao|xiaobai|xiaomao|xiaomi,Xiaobai Y2camera_selfdata|Xiaomao Camera_selfdata|Xiaomi Camera_selfdata|qianniao_camera,False,False,True,1,2,True,0.75,3,Xiaomao Camera_selfdata|Xiaobai Y2camera_selfdata|dim2_verified;Xiaomao Camera_selfdata|Xiaomi Camera_selfdata|dim2_verified;Xiaobai Y2camera_selfdata|Xiaomi Camera_selfdata|dim1_verified,dim1_verified|dim2_verified,True,2a
D3_C0076,4,4,jooan|konka|lenovo|pisen,Konka Camera_selfdata|Lenovo Camera_selfdata|Pisen Camera_selfdata|Qiaoan Camera_selfdata,False,False,False,1,0,True,1.0,4,Pisen Camera_selfdata|Konka Camera_selfdata|dim2_verified;Pisen Camera_selfdata|Lenovo Camera_selfdata|dim2_verified;Pisen Camera_selfdata|Qiaoan Camera_selfdata|dim2_verified;Konka Camera_selfdata|Qiaoan Camera_selfdata|dim2_verified,dim2_verified,True,2b
D3_C0009,2,3,amazon|unknown,Amazon Echo Gen1_Mon(us)|Amazon Fire TV_Mon(us)|Cloud Camera_Mon(us),False,True,False,1,2,False,1.0,3,Amazon Fire TV_Mon(us)|Amazon Echo Gen1_Mon(us)|same_vendor;Amazon Fire TV_Mon(us)|Cloud Camera_Mon(us)|dim2_verified;Amazon Echo Gen1_Mon(us)|Cloud Camera_Mon(us)|dim2_verified,dim2_verified|same_vendor,True,1
D3_C0032,3,3,jooan|konka|pisen,Konka Camera_selfdata|Pisen Camera_selfdata|Qiaoan Camera_selfdata,False,True,False,1,1,False,1.0,3,Pisen Camera_selfdata|Konka Camera_selfdata|dim2_verified;Pisen Camera_selfdata|Qiaoan Camera_selfdata|dim2_verified;Konka Camera_selfdata|Qiaoan Camera_selfdata|dim2_verified,dim2_verified,True,1
D3_C0036,2,3,amazon|unknown,Amazon Echo Gen3_Mon(us)|Amazon Fire TV_Mon(us)|Cloud Camera_Mon(us),False,True,False,1,2,False,1.0,3,Amazon Fire TV_Mon(us)|Amazon Echo Gen3_Mon(us)|same_vendor;Amazon Fire TV_Mon(us)|Cloud Camera_Mon(us)|dim2_verified;Amazon Echo Gen3_Mon(us)|Cloud Camera_Mon(us)|dim2_verified,dim2_verified|same_vendor,True,1
D3_C0001,2,2,amazon|unknown,Amazon Echo Gen1_Mon(us)|Cloud Camera_Mon(us),False,True,False,1,3,False,1.0,2,Amazon Echo Gen1_Mon(us)|Cloud Camera_Mon(us)|dim2_verified,dim2_verified,True,1
D3_C0006,2,2,amazon|nvidia,Amazon Fire TV_YT|nVidia Shield_YT,False,True,False,2,0,False,1.0,2,nVidia Shield_YT|Amazon Fire TV_YT|dim2_verified,dim2_verified,True,1
D3_C0010,2,2,amazon|unknown,Amazon Fire TV_Mon(us)|Cloud Camera_Mon(us),False,True,False,1,4,False,1.0,2,Amazon Fire TV_Mon(us)|Cloud Camera_Mon(us)|dim2_verified,dim2_verified,True,1
D3_C0014,2,2,roku|yi,Roku TV_IoTLS|Yi Camera_IoTLS,True,True,False,3,1,False,1.0,2,Roku TV_IoTLS|Yi Camera_IoTLS|dim1_verified,dim1_verified,True,1
D3_C0017,2,2,harman kardon|sonos,Harmon Kardon Invoke_YT|Sonos_YT,True,True,False,1,0,False,1.0,2,Sonos_YT|Harmon Kardon Invoke_YT|dim1_verified,dim1_verified,True,1
D3_C0018,2,2,august|samsung,August Doorbell Camera_YT|Samsung Smart TV_YT,False,True,False,2,0,False,1.0,2,August Doorbell Camera_YT|Samsung Smart TV_YT|dim2_verified,dim2_verified,True,1
D3_C0020,2,2,tenda|xiaobai,Tenda Camera_selfdata|Xiaobai Camera_selfdata,False,True,False,2,0,False,1.0,2,Xiaobai Camera_selfdata|Tenda Camera_selfdata|dim2_verified,dim2_verified,True,1
D3_C0022,2,2,amazon|unknown,Amazon Echo Gen3_Mon(us)|Cloud Camera_Mon(us),False,True,False,1,3,False,1.0,2,Amazon Echo Gen3_Mon(us)|Cloud Camera_Mon(us)|dim2_verified,dim2_verified,True,1
D3_C0027,2,2,lenovo|midea,Lenovo Camera_selfdata|Midea Speaker_selfdata,False,True,False,5,0,False,1.0,2,Lenovo Camera_selfdata|Midea Speaker_selfdata|dim2_verified,dim2_verified,True,1
D3_C0038,2,2,huawei|lecheng,Lecheng Camera_selfdata|huawei_tv,False,True,False,1,1,False,1.0,2,Lecheng Camera_selfdata|huawei_tv|dim2_verified,dim2_verified,True,1
D3_C0039,2,2,nvidia|samsung,Samsung Smart TV_YT|nVidia Shield_YT,True,True,False,1,0,False,1.0,2,nVidia Shield_YT|Samsung Smart TV_YT|dim1_verified,dim1_verified,True,1
D3_C0047,2,2,xiaobai|xiaomi,Xiaobai Y2camera_selfdata|Xiaomi Camera_selfdata,True,True,False,3,6,False,1.0,2,Xiaomi Camera_selfdata|Xiaobai Y2camera_selfdata|dim1_verified,dim1_verified,True,1
D3_C0074,2,2,jooan|konka,Konka Camera_selfdata|Qiaoan Camera_selfdata,False,True,False,6,2,False,1.0,2,Konka Camera_selfdata|Qiaoan Camera_selfdata|dim2_verified,dim2_verified,True,1
D3_C0081,2,2,huawei|xiaotun,Huawei Sound_selfdata|Xiaotun Camera_selfdata,True,True,False,1,0,False,1.0,2,Xiaotun Camera_selfdata|Huawei Sound_selfdata|dim1_verified,dim1_verified,True,1
D3_C0016,2,4,apple|samsung,Apple home Pod_IoTLS|Samsung Dryer_Mon(us)|Samsung Washer_Mon(us)|Sansung Fridge_Mon(us),False,False,False,1,0,True,1.0,4,Samsung Dryer_Mon(us)|Sansung Fridge_Mon(us)|same_vendor;Samsung Dryer_Mon(us)|Samsung Washer_Mon(us)|same_vendor;Sansung Fridge_Mon(us)|Apple home Pod_IoTLS|dim1_verified;Sansung Fridge_Mon(us)|Samsung Washer_Mon(us)|same_vendor,dim1_verified|same_vendor,True,2b
D3_C0026,2,3,hongyar|tuya,Hongyar Plug_selfdata|Tuya Plug_selfdata|Tuya Sensor_selfdata,True,False,False,1,0,False,1.0,3,Hongyar Plug_selfdata|Tuya Plug_selfdata|dim1_verified;Hongyar Plug_selfdata|Tuya Sensor_selfdata|dim1_verified;Tuya Plug_selfdata|Tuya Sensor_selfdata|same_vendor,dim1_verified|same_vendor,True,1
D3_C0028,2,3,amazon|apple,Amazon Fire TV_YT|Apple Home Pod_YT|Apple TV(4thGen)_YT,True,False,False,1,0,False,1.0,3,Apple TV(4thGen)_YT|Apple Home Pod_YT|same_vendor;Apple TV(4thGen)_YT|Amazon Fire TV_YT|dim1_verified;Apple Home Pod_YT|Amazon Fire TV_YT|dim1_verified,dim1_verified|same_vendor,True,1
D3_C0071,2,3,belkin|nvidia,Belkin WeMo Motion Sensor_YT|Belkin WeMo Switch_YT|nVidia Shield_YT,False,False,False,1,0,True,1.0,3,Belkin WeMo Switch_YT|Belkin WeMo Motion Sensor_YT|same_vendor;Belkin WeMo Switch_YT|nVidia Shield_YT|dim1_verified,dim1_verified|same_vendor,True,2b
D3_C0003,2,2,cubetoou|honorxiaotun,Cubetoou Camera_selfdata|Honorxiaotun Camera_selfdata,False,False,True,3,0,False,0.0,0,,,True,2a
D3_C0011,2,2,bosiwo|lefun,Bosiwo Camera Wired_Mon(uk)|Lefun Camera Wired_Mon(us),False,False,True,2,0,False,0.0,0,,,True,2a
D3_C0013,2,2,apple|samsung,Apple TV(4thGen)_YT|Samsung Smart TV_YT,True,False,False,1,1,False,1.0,2,Apple TV(4thGen)_YT|Samsung Smart TV_YT|dim1_verified,dim1_verified,True,1
D3_C0067,2,2,hongyar|tuya,Hongyar Plug_selfdata|Tuya Plug_selfdata,True,False,False,1,1,False,1.0,2,Hongyar Plug_selfdata|Tuya Plug_selfdata|dim1_verified,dim1_verified,True,1
D3_C0073,2,2,bose|samsung,Bose Sound Touch10_YT|Samsung Smart TV_YT,True,False,False,1,1,False,1.0,2,Bose Sound Touch10_YT|Samsung Smart TV_YT|dim1_verified,dim1_verified,True,1
D3_C0058,3,3,hongyar|tuya|unknown,Hongyar Plug_selfdata|Smartlife Remote_IoTLS|Tuya Sensor_selfdata,False,False,False,1,0,True,0.667,2,Hongyar Plug_selfdata|Tuya Sensor_selfdata|dim1_verified,dim1_verified,True,2b
D3_C0008,2,2,nest|roku,Nest CamIQ_YT|Roku TV_YT,True,False,False,1,0,False,1.0,2,Nest CamIQ_YT|Roku TV_YT|dim1_verified,dim1_verified,True,1
D3_C0040,2,2,roku|sonos,Roku TV_YT|Sonos_YT,True,False,False,1,0,False,1.0,2,Sonos_YT|Roku TV_YT|dim1_verified,dim1_verified,True,1
D3_C0042,2,2,invoxia|ring,Ring Doorbell_Mon(uk)|Triby Speaker_UNSW,True,False,False,1,0,False,1.0,2,Ring Doorbell_Mon(uk)|Triby Speaker_UNSW|dim1_verified,dim1_verified,True,1
D3_C0054,2,2,canary|logitech,Canary_YT|Logitech Logi Circle_YT,True,False,False,1,0,False,1.0,2,Canary_YT|Logitech Logi Circle_YT|dim1_verified,dim1_verified,True,1
D3_C0072,2,2,google|yi,Google Home Mini_YT|Yi Camera_Mon(uk),True,False,False,1,0,False,1.0,2,Google Home Mini_YT|Yi Camera_Mon(uk)|dim1_verified,dim1_verified,True,1
